mmsi,name,lat,lon,speed,timestamp
537900999,MV Marshall Pride,4.895768724118656,99.22620593300238,13.9,2026-07-23 00:40:00+00:00
636222333,MT Silent Reach,2.9004805717799513,101.2032287204724,0.4,2026-07-23 01:00:00+00:00
533300333,MV Straits Pioneer,4.3151978518269605,99.85113415492715,13.9,2026-07-23 01:20:00+00:00
372500555,MV Panama Crest,4.907355154951275,99.04790773540553,14.5,2026-07-23 01:20:00+00:00
525200222,MT Jakarta Trader,2.094259563849849,102.83469287958624,14.0,2026-07-23 01:20:00+00:00
636400444,MT Liberty Star,2.768467886954102,101.95970723123901,14.2,2026-07-23 01:20:00+00:00
413700777,MV Shanghai Wind,3.7959860249195647,100.47458973132002,13.8,2026-07-23 01:20:00+00:00
256303334,MT Malta Wind,1.8136569452666886,103.17144882835588,12.5,2026-07-23 01:20:00+00:00
209101112,MT Cyprus Horizon,2.7799707223396166,101.93508852266405,14.0,2026-07-23 01:20:00+00:00
477600666,MT Hong Kong Trader,2.8564483811214,101.78989404371067,11.7,2026-07-23 01:20:00+00:00
567800888,MT Andaman Star,2.3328883932400544,102.55446731539392,12.0,2026-07-23 01:20:00+00:00
419202223,MV Konkan Express,5.070233220295229,98.86265461635274,11.9,2026-07-23 01:20:00+00:00
537900999,MV Marshall Pride,4.635117411741391,99.5460533710952,14.1,2026-07-23 01:20:00+00:00
563100111,MV Singapore Breeze,4.0674833219093385,100.1818735252035,13.1,2026-07-23 01:20:00+00:00
525111222,MV Sumatra Ghost,3.7,100.67999999999999,10.0,2026-07-23 01:20:00+00:00
636222333,MT Silent Reach,2.900999211117855,101.19992241145614,0.4,2026-07-23 01:40:00+00:00
567800888,MT Andaman Star,2.5133154020062944,102.2366262074099,12.4,2026-07-23 02:00:00+00:00
372500555,MV Panama Crest,4.650667057441514,99.4368191934537,13.3,2026-07-23 02:00:00+00:00
413700777,MV Shanghai Wind,3.583521512990742,100.79516388559134,14.2,2026-07-23 02:00:00+00:00
563100111,MV Singapore Breeze,3.8303211146973366,100.55144576395755,13.2,2026-07-23 02:00:00+00:00
477600666,MT Hong Kong Trader,3.159826492962414,101.45551487787347,11.9,2026-07-23 02:00:00+00:00
636400444,MT Liberty Star,3.0335741182094345,101.62083069071838,13.4,2026-07-23 02:00:00+00:00
209101112,MT Cyprus Horizon,3.054332934657584,101.59974514976841,14.3,2026-07-23 02:00:00+00:00
537900999,MV Marshall Pride,4.312902247350316,99.87687995080883,13.5,2026-07-23 02:00:00+00:00
525200222,MT Jakarta Trader,2.33114407259607,102.49465859508369,13.9,2026-07-23 02:00:00+00:00
256303334,MT Malta Wind,2.0439320004476107,102.81712610182231,11.4,2026-07-23 02:00:00+00:00
533300333,MV Straits Pioneer,4.090447864756463,100.19294738027077,14.3,2026-07-23 02:00:00+00:00
419202223,MV Konkan Express,4.802575602477084,99.23288431186037,13.0,2026-07-23 02:00:00+00:00
636222333,MT Silent Reach,2.8974998935821517,101.19523129752008,0.5,2026-07-23 02:20:00+00:00
477600666,MT Hong Kong Trader,3.317096874092072,101.10933577860851,11.3,2026-07-23 02:40:00+00:00
525200222,MT Jakarta Trader,2.5464020259157336,102.13439487663229,13.5,2026-07-23 02:40:00+00:00
256303334,MT Malta Wind,2.3606383585628175,102.45940867825388,11.1,2026-07-23 02:40:00+00:00
419202223,MV Konkan Express,4.561003603702011,99.59318483583128,13.1,2026-07-23 02:40:00+00:00
567800888,MT Andaman Star,2.8220920482675447,101.806554339208,12.6,2026-07-23 02:40:00+00:00
563100111,MV Singapore Breeze,3.560012636902029,100.8656860691442,12.9,2026-07-23 02:40:00+00:00
533300333,MV Straits Pioneer,3.8490345944638156,100.51757041596831,14.0,2026-07-23 02:40:00+00:00
209101112,MT Cyprus Horizon,3.2979520507395574,101.23380130026719,13.9,2026-07-23 02:40:00+00:00
372500555,MV Panama Crest,4.442255848204473,99.76521304632479,13.6,2026-07-23 02:40:00+00:00
636400444,MT Liberty Star,3.2646754404524563,101.20713432573963,13.7,2026-07-23 02:40:00+00:00
537900999,MV Marshall Pride,4.090486893994203,100.1815344676396,14.1,2026-07-23 02:40:00+00:00
413700777,MV Shanghai Wind,3.2856728440710254,101.11945835157464,15.1,2026-07-23 02:40:00+00:00
636222333,MT Silent Reach,2.896647847661031,101.19862397414518,0.4,2026-07-23 03:00:00+00:00
537333444,Nordic Star,3.2,100.8,1.1,2026-07-23 03:00:00+00:00
372444555,Pacific Trader,3.2004,100.8003,1.3,2026-07-23 03:00:00+00:00
209101112,MT Cyprus Horizon,3.5474941635513866,100.87911532711517,14.4,2026-07-23 03:20:00+00:00
372500555,MV Panama Crest,4.152085782034183,100.07602088647873,13.9,2026-07-23 03:20:00+00:00
537900999,MV Marshall Pride,3.794079844231203,100.59402098913708,14.0,2026-07-23 03:20:00+00:00
636400444,MT Liberty Star,3.5035674020082594,100.91198613238623,13.8,2026-07-23 03:20:00+00:00
533300333,MV Straits Pioneer,3.5656814948674396,100.81190494748485,13.6,2026-07-23 03:20:00+00:00
419202223,MV Konkan Express,4.2858213361388255,99.94693953403755,12.5,2026-07-23 03:20:00+00:00
413700777,MV Shanghai Wind,3.0387820183735035,101.47256614158272,15.0,2026-07-23 03:20:00+00:00
567800888,MT Andaman Star,3.0823203563122274,101.4835789982848,12.1,2026-07-23 03:20:00+00:00
256303334,MT Malta Wind,2.635246355655976,102.10319125639026,11.6,2026-07-23 03:20:00+00:00
477600666,MT Hong Kong Trader,3.6030376453102932,100.74245275965855,11.5,2026-07-23 03:20:00+00:00
563100111,MV Singapore Breeze,3.256220878609598,101.25981835206991,12.7,2026-07-23 03:20:00+00:00
525200222,MT Jakarta Trader,2.8319503650641034,101.79373074558619,14.3,2026-07-23 03:20:00+00:00
636222333,MT Silent Reach,2.9058116934872884,101.20331798010973,0.5,2026-07-23 03:40:00+00:00
525200222,MT Jakarta Trader,3.086141767040606,101.48903336376074,13.0,2026-07-23 04:00:00+00:00
636400444,MT Liberty Star,3.761743797599869,100.52046423154557,14.0,2026-07-23 04:00:00+00:00
256303334,MT Malta Wind,2.8363048735702305,101.75971277947389,12.0,2026-07-23 04:00:00+00:00
533300333,MV Straits Pioneer,3.2673920528239995,101.17460757567555,14.3,2026-07-23 04:00:00+00:00
209101112,MT Cyprus Horizon,3.842914751365906,100.50993492062939,14.1,2026-07-23 04:00:00+00:00
563100111,MV Singapore Breeze,3.01844148572811,101.55503695669859,13.2,2026-07-23 04:00:00+00:00
537900999,MV Marshall Pride,3.5934187606857617,100.92280681706721,13.1,2026-07-23 04:00:00+00:00
419202223,MV Konkan Express,4.01255665250043,100.27894087576922,13.1,2026-07-23 04:00:00+00:00
413700777,MV Shanghai Wind,2.903556710888936,101.8123227100716,14.1,2026-07-23 04:00:00+00:00
372500555,MV Panama Crest,3.8786591534080226,100.4008963444286,13.2,2026-07-23 04:00:00+00:00
567800888,MT Andaman Star,3.337599262296492,101.17646592276793,12.2,2026-07-23 04:00:00+00:00
477600666,MT Hong Kong Trader,3.9280791133936828,100.38700554913423,11.6,2026-07-23 04:00:00+00:00
636222333,MT Silent Reach,2.901043125357353,101.19877876529095,0.6,2026-07-23 04:20:00+00:00
256303334,MT Malta Wind,3.123720115680829,101.447201137843,12.0,2026-07-23 04:40:00+00:00
525200222,MT Jakarta Trader,3.3630701496118305,101.12286760507614,13.9,2026-07-23 04:40:00+00:00
209101112,MT Cyprus Horizon,4.1183636903883665,100.17738335622437,13.9,2026-07-23 04:40:00+00:00
537900999,MV Marshall Pride,3.2757907807694115,101.2077233605552,13.5,2026-07-23 04:40:00+00:00
372500555,MV Panama Crest,3.6364862953499095,100.82703725503393,13.8,2026-07-23 04:40:00+00:00
567800888,MT Andaman Star,3.587583098123818,100.82533259747103,12.3,2026-07-23 04:40:00+00:00
636400444,MT Liberty Star,4.092011783471779,100.26883353073255,15.0,2026-07-23 04:40:00+00:00
563100111,MV Singapore Breeze,2.758351472172404,101.90461500836581,12.6,2026-07-23 04:40:00+00:00
477600666,MT Hong Kong Trader,4.147076954122994,100.07496713783556,12.0,2026-07-23 04:40:00+00:00
419202223,MV Konkan Express,3.745132759748636,100.63067261054148,12.7,2026-07-23 04:40:00+00:00
413700777,MV Shanghai Wind,2.5656513623399397,102.24133063826854,13.8,2026-07-23 04:40:00+00:00
533300333,MV Straits Pioneer,3.0189086695338303,101.53518010388241,14.7,2026-07-23 04:40:00+00:00
636222333,MT Silent Reach,2.900555976948246,101.20185751335093,0.7,2026-07-23 05:00:00+00:00
419202223,MV Konkan Express,3.492418729895529,100.98192316413024,12.0,2026-07-23 05:20:00+00:00
525200222,MT Jakarta Trader,3.6554534979051887,100.79978543017899,13.5,2026-07-23 05:20:00+00:00
209101112,MT Cyprus Horizon,4.340989209713533,99.8830225588033,14.2,2026-07-23 05:20:00+00:00
477600666,MT Hong Kong Trader,4.43874550023312,99.7829192738897,11.6,2026-07-23 05:20:00+00:00
372500555,MV Panama Crest,3.3667495080349497,101.13023930152968,14.2,2026-07-23 05:20:00+00:00
256303334,MT Malta Wind,3.4300172955747663,101.08505769324859,11.2,2026-07-23 05:20:00+00:00
537900999,MV Marshall Pride,3.0621362289546594,101.60400959065998,13.5,2026-07-23 05:20:00+00:00
563100111,MV Singapore Breeze,2.5179566322010682,102.27042816496161,12.9,2026-07-23 05:20:00+00:00
636400444,MT Liberty Star,4.340300269433229,99.83724546038084,13.0,2026-07-23 05:20:00+00:00
567800888,MT Andaman Star,3.895832505355591,100.4138921655893,12.2,2026-07-23 05:20:00+00:00
533300333,MV Straits Pioneer,2.774385122062789,101.9106504475576,13.8,2026-07-23 05:20:00+00:00
413700777,MV Shanghai Wind,2.2870463604334614,102.55478983621822,14.4,2026-07-23 05:20:00+00:00
636222333,MT Silent Reach,2.903191554598203,101.19657418532158,0.5,2026-07-23 05:40:00+00:00
372500555,MV Panama Crest,3.1158901328591617,101.4513367004166,14.1,2026-07-23 06:00:00+00:00
256303334,MT Malta Wind,3.683414118406081,100.7433966326116,12.3,2026-07-23 06:00:00+00:00
563100111,MV Singapore Breeze,2.2539119867247037,102.66571427105681,12.6,2026-07-23 06:00:00+00:00
525200222,MT Jakarta Trader,3.881246146731467,100.45972428956071,13.6,2026-07-23 06:00:00+00:00
419202223,MV Konkan Express,3.19605082507313,101.25457203094622,11.9,2026-07-23 06:00:00+00:00
477600666,MT Hong Kong Trader,4.662723758772881,99.39408156616001,11.7,2026-07-23 06:00:00+00:00
413700777,MV Shanghai Wind,2.0221200136748214,102.86945502000088,13.7,2026-07-23 06:00:00+00:00
567800888,MT Andaman Star,4.11798311880697,100.15777173850786,12.1,2026-07-23 06:00:00+00:00
636400444,MT Liberty Star,4.5968993303052645,99.50054337112249,13.7,2026-07-23 06:00:00+00:00
209101112,MT Cyprus Horizon,4.635788841671706,99.54139482256574,14.5,2026-07-23 06:00:00+00:00
537900999,MV Marshall Pride,2.7253878549631456,101.92786703911935,13.3,2026-07-23 06:00:00+00:00
533300333,MV Straits Pioneer,2.5179099144586026,102.20202431885627,14.0,2026-07-23 06:00:00+00:00
567800888,MT Andaman Star,4.320986092691439,99.81673178332865,13.0,2026-07-23 06:40:00+00:00
477600666,MT Hong Kong Trader,4.949899237876614,99.02626568849941,11.6,2026-07-23 06:40:00+00:00
636400444,MT Liberty Star,4.8315050824631545,99.17870787738931,14.3,2026-07-23 06:40:00+00:00
563100111,MV Singapore Breeze,1.9646200747623215,102.91905166118326,13.0,2026-07-23 06:40:00+00:00
537900999,MV Marshall Pride,2.4746651676344604,102.27824386047959,14.2,2026-07-23 06:40:00+00:00
256303334,MT Malta Wind,3.9238987593043957,100.40740715186843,11.9,2026-07-23 06:40:00+00:00
525200222,MT Jakarta Trader,4.117846110811266,100.05798639670289,13.3,2026-07-23 06:40:00+00:00
413700777,MV Shanghai Wind,1.7652594834924842,103.2074780842361,14.3,2026-07-23 06:40:00+00:00
419202223,MV Konkan Express,2.9535970617107177,101.66352060986134,12.7,2026-07-23 06:40:00+00:00
372500555,MV Panama Crest,2.8611713509720946,101.85173719710149,13.8,2026-07-23 06:40:00+00:00
209101112,MT Cyprus Horizon,4.87354351899832,99.24352059609912,14.1,2026-07-23 06:40:00+00:00
533300333,MV Straits Pioneer,2.2882822853183535,102.52070536780782,14.3,2026-07-23 06:40:00+00:00
209101112,MT Cyprus Horizon,5.0578143551966015,98.87981863393425,14.0,2026-07-23 07:20:00+00:00
567800888,MT Andaman Star,4.588671904018312,99.49080675922818,12.1,2026-07-23 07:20:00+00:00
477600666,MT Hong Kong Trader,5.212448887027168,98.79232155179243,12.4,2026-07-23 07:20:00+00:00
419202223,MV Konkan Express,2.718878697373629,102.01571411777084,13.3,2026-07-23 07:20:00+00:00
533300333,MV Straits Pioneer,2.0092051092646,102.89670048183268,13.6,2026-07-23 07:20:00+00:00
413700777,MV Shanghai Wind,1.494744879247155,103.57161586461272,14.6,2026-07-23 07:20:00+00:00
563100111,MV Singapore Breeze,1.7528565254160948,103.28204641930105,12.4,2026-07-23 07:20:00+00:00
256303334,MT Malta Wind,4.231927822712711,100.13165069364614,11.8,2026-07-23 07:20:00+00:00
525200222,MT Jakarta Trader,4.432031522833016,99.75425778520511,14.0,2026-07-23 07:20:00+00:00
372500555,MV Panama Crest,2.550574586866632,102.10661974136424,14.3,2026-07-23 07:20:00+00:00
537900999,MV Marshall Pride,2.2520622201230913,102.54214489107511,13.9,2026-07-23 07:20:00+00:00
636400444,MT Liberty Star,5.115579443458309,98.83617255887064,13.5,2026-07-23 07:20:00+00:00
525111222,MV Sumatra Ghost,4.2,101.1,8.5,2026-07-23 10:00:00+00:00
